,Pokemon,DPS,TDO,Battle_Stat,Max_CP_Lv40,Fast_Move,Charged_Move,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
1204,Torkoal,10.164,287.5,301.9,2093,Fire Spin,Overheat,324.0,Fire,,470.0,70.0,85.0,140.0,85.0,70.0,20.0,3.0,False
1205,Tornadus (Incarnate Forme),15.407,388.5,1421.0,3345,Air Slash,Grass Knot,641.0,Flying,,580.0,79.0,115.0,70.0,125.0,80.0,111.0,5.0,True
1206,Tornadus (Therian Forme),14.043,403.6,1117.6,3215,Gust,Psychic,641.0,Flying,,580.0,79.0,100.0,80.0,110.0,90.0,121.0,5.0,True
1207,Torracat,10.762,156.9,195.6,1710,Ember,Flamethrower,,,,,,,,,,,,
1208,Torterra,14.33,466.3,1372.1,2934,Razor Leaf,Frenzy Plant,389.0,Grass,Ground,525.0,95.0,109.0,105.0,75.0,85.0,56.0,4.0,False
1209,Totodile,7.695,100.6,45.9,1131,Water Gun,Return,158.0,Water,,314.0,50.0,65.0,64.0,44.0,48.0,43.0,2.0,False
1210,Toucannon,14.014,321.0,883.4,2689,Peck,Drill Peck,,,,,,,,,,,,
1211,Toxapex,7.642,232.2,103.6,1685,Poison Jab,Gunk Shot,,,,,,,,,,,,
1212,Toxel,5.882,44.1,9.0,726,Acid,Power-Up Punch,,,,,,,,,,,,
1213,Toxicroak,14.9,321.4,1063.0,2488,Counter,Dynamic Punch,454.0,Poison,Fighting,490.0,83.0,106.0,65.0,86.0,65.0,85.0,4.0,False
1214,Toxtricity,15.506,326.9,1218.8,2601,Poison Jab,Wild Charge,,,,,,,,,,,,
1215,Tranquill,10.246,150.1,161.4,1442,Air Slash,Sky Attack,520.0,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,5.0,False
1216,Trapinch,9.818,90.6,85.8,1274,Mud Shot,Return,328.0,Ground,,290.0,45.0,100.0,45.0,45.0,45.0,10.0,3.0,False
1217,Treecko,8.943,91.3,65.3,1053,Pound,Grass Knot,252.0,Grass,,310.0,40.0,45.0,35.0,65.0,55.0,70.0,3.0,False
1218,Trevenant,14.329,358.0,1053.2,2559,Shadow Claw,Shadow Ball,709.0,Ghost,Grass,474.0,85.0,110.0,76.0,65.0,82.0,56.0,6.0,False
1219,Tropius,9.503,279.4,239.7,1941,Razor Leaf,Leaf Blade,357.0,Grass,Flying,460.0,99.0,68.0,83.0,72.0,87.0,51.0,3.0,False
1220,Trubbish,6.319,91.3,23.0,1000,Pound,Gunk Shot,568.0,Poison,,329.0,50.0,50.0,62.0,40.0,62.0,65.0,5.0,False
1221,Trumbeak,11.143,143.2,198.1,1478,Peck,Sky Attack,,,,,,,,,,,,
1222,Tsareena,15.196,423.0,1484.3,2964,Magical Leaf,Grass Knot,,,,,,,,,,,,
1223,Turtonator,10.915,296.2,385.1,2223,Fire Spin,Overheat,,,,,,,,,,,,
1224,Turtwig,7.88,110.1,53.9,1187,Razor Leaf,Seed Bomb,387.0,Grass,,318.0,55.0,68.0,64.0,45.0,55.0,31.0,4.0,False
1225,Tympole,5.744,56.3,10.7,839,Bubble,Water Pulse,535.0,Water,,294.0,50.0,50.0,40.0,50.0,40.0,64.0,5.0,False
1226,Tynamo,4.503,36.6,3.3,811,Tackle,Struggle,602.0,Electric,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,5.0,False
1227,Type: Null,11.295,360.3,519.3,2664,Tackle,Tri-Attack,,,,,,,,,,,,
1228,Typhlosion,15.451,405.2,1494.5,2889,Incinerate,Blast Burn,157.0,Fire,,534.0,78.0,84.0,78.0,109.0,85.0,100.0,2.0,False
1229,Tyranitar,14.676,542.7,1715.4,3834,Bite,Return,248.0,Rock,Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0,2.0,False
1230,Tyrantrum,15.032,447.0,1518.2,3128,Dragon Tail,Outrage,697.0,Rock,Dragon,521.0,82.0,121.0,119.0,69.0,59.0,71.0,6.0,False
1231,Tyrogue,4.469,30.9,2.8,492,Tackle,Brick Break,236.0,Fighting,,210.0,35.0,35.0,35.0,35.0,35.0,35.0,2.0,False
1232,Tyrunt,10.603,168.6,200.9,1635,Dragon Tail,Dragon Claw,696.0,Rock,Dragon,362.0,58.0,89.0,77.0,45.0,45.0,48.0,6.0,False
1233,Umbreon,8.719,356.4,236.3,2137,Snarl,Foul Play,197.0,Dark,,525.0,95.0,65.0,110.0,60.0,130.0,65.0,2.0,False
1234,Unfezant,15.108,346.0,1193.2,2734,Air Slash,Sky Attack,521.0,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,5.0,False
1235,Unown,5.521,60.5,10.2,1185,Hidden Power (Psychic),Struggle,201.0,Psychic,,336.0,48.0,72.0,48.0,72.0,48.0,48.0,2.0,False
1236,Ursaluna,15.399,611.6,2233.1,3854,Tackle,High Horsepower,,,,,,,,,,,,
1237,Ursaring,14.86,364.0,1194.4,2945,Counter,Return,217.0,Normal,,500.0,90.0,130.0,75.0,75.0,75.0,55.0,2.0,False
1238,Urshifu (Rapid Strike Style),17.406,556.6,2935.3,3606,Counter,Dynamic Punch,,,,,,,,,,,,
1239,Urshifu (Single Strike Style),17.406,556.6,2935.3,3606,Counter,Dynamic Punch,,,,,,,,,,,,
1240,Uxie,9.81,380.3,359.0,2524,Confusion,Future Sight,480.0,Psychic,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,4.0,True
1241,Vanillish,9.424,154.1,129.0,1591,Frost Breath,Ice Beam,583.0,Ice,,395.0,51.0,65.0,65.0,80.0,75.0,59.0,5.0,False
1242,Vanillite,7.311,78.6,30.7,1033,Powder Snow,Ice Beam,582.0,Ice,,305.0,36.0,50.0,50.0,65.0,60.0,44.0,5.0,False
1243,Vanilluxe,12.843,335.2,710.2,2822,Frost Breath,Blizzard,584.0,Ice,,535.0,71.0,95.0,85.0,110.0,95.0,79.0,5.0,False
1244,Vaporeon,12.657,451.4,915.3,3114,Water Gun,Hydro Pump,134.0,Water,,525.0,130.0,65.0,60.0,110.0,95.0,65.0,1.0,False
1245,Venipede,6.561,60.7,17.1,706,Bug Bite,Sludge Bomb,543.0,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,5.0,False
1246,Venomoth,11.73,240.5,388.2,2082,Bug Bite,Bug Buzz,49.0,Bug,Poison,450.0,70.0,65.0,60.0,90.0,75.0,90.0,1.0,False
1247,Venonat,7.164,97.2,35.7,1004,Bug Bite,Return,48.0,Bug,Poison,305.0,60.0,55.0,50.0,40.0,55.0,45.0,1.0,False
1248,Venusaur,14.782,429.0,1385.6,2720,Vine Whip,Frenzy Plant,3.0,Grass,Poison,525.0,80.0,82.0,83.0,100.0,100.0,80.0,1.0,False
1249,Vespiquen,9.847,262.0,250.1,2005,Bug Bite,Bug Buzz,416.0,Bug,Flying,474.0,70.0,80.0,102.0,80.0,102.0,40.0,4.0,False
1250,Vibrava,8.961,107.8,77.5,1225,Dragon Breath,Return,329.0,Ground,Dragon,340.0,50.0,70.0,50.0,50.0,50.0,70.0,3.0,False
1251,Victini,16.183,606.5,2570.4,3265,Confusion,V-create,494.0,Psychic,Fire,600.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,True
1252,Victreebel,14.172,302.4,860.8,2431,Acid,Leaf Blade,71.0,Grass,Poison,490.0,80.0,105.0,65.0,100.0,70.0,70.0,1.0,False
1253,Vigoroth,10.003,227.7,227.9,1968,Scratch,Body Slam,288.0,Normal,,440.0,80.0,80.0,80.0,55.0,55.0,90.0,3.0,False
1254,Vikavolt,15.839,378.4,1503.9,3117,Bug Bite,Discharge,,,,,,,,,,,,
1255,Vileplume,13.408,331.9,800.0,2559,Acid,Sludge Bomb,45.0,Grass,Poison,490.0,75.0,80.0,85.0,110.0,90.0,50.0,1.0,False
1256,Virizion,14.598,553.7,1722.5,3022,Double Kick,Sacred Sword,640.0,Grass,Fighting,580.0,91.0,90.0,72.0,90.0,129.0,108.0,5.0,True
1257,Vivillon,11.873,199.3,333.6,1855,Bug Bite,Bug Buzz,666.0,Bug,Flying,411.0,80.0,52.0,50.0,90.0,50.0,89.0,6.0,False
1258,Volbeat,8.9,199.0,140.3,1771,Tackle,Bug Buzz,313.0,Bug,,400.0,65.0,73.0,55.0,47.0,75.0,85.0,3.0,False
1259,Volcanion,15.587,512.2,1939.9,3628,Water Gun,Overheat,721.0,Fire,Water,600.0,80.0,110.0,120.0,130.0,90.0,70.0,6.0,True
1260,Volcarona,17.152,517.2,2609.8,3632,Bug Bite,Overheat,637.0,Bug,Fire,550.0,85.0,60.0,65.0,135.0,105.0,100.0,5.0,False
1261,Voltorb,7.53,88.9,37.9,1010,Spark,Thunderbolt,100.0,Electric,,330.0,40.0,30.0,50.0,55.0,55.0,100.0,1.0,False
1262,Vullaby,7.735,154.6,71.5,1271,Feint Attack,Brave Bird,629.0,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,5.0,False
1263,Vulpix,7.15,80.6,29.5,883,Quick Attack,Weather Ball Fire,37.0,Fire,,299.0,38.0,41.0,40.0,50.0,65.0,65.0,1.0,False
1264,Wailmer,8.715,146.6,97.0,1468,Water Gun,Heavy Slam,320.0,Water,,400.0,130.0,70.0,35.0,70.0,35.0,60.0,3.0,False
1265,Wailord,12.224,313.2,572.2,2280,Water Gun,Surf,321.0,Water,,500.0,170.0,90.0,45.0,90.0,45.0,60.0,3.0,False
1266,Walrein,11.52,392.4,599.9,2726,Waterfall,Icicle Spear,365.0,Ice,Water,530.0,110.0,80.0,90.0,95.0,90.0,65.0,3.0,False
1267,Wartortle,8.094,160.4,85.1,1488,Water Gun,Hydro Pump,8.0,Water,,405.0,59.0,63.0,80.0,65.0,80.0,58.0,1.0,False
1268,Watchog,10.412,189.2,213.5,1819,Bite,Return,505.0,Normal,,420.0,60.0,85.0,69.0,60.0,69.0,77.0,5.0,False
1269,Weavile,16.608,400.9,1836.2,3005,Snarl,Avalanche,461.0,Dark,Ice,510.0,70.0,120.0,65.0,45.0,85.0,125.0,4.0,False
1270,Weedle,5.4,32.9,5.2,456,Bug Bite,Return,13.0,Bug,Poison,195.0,40.0,35.0,30.0,20.0,20.0,50.0,1.0,False
1271,Weepinbell,12.481,165.0,320.7,1611,Acid,Power Whip,70.0,Grass,Poison,390.0,65.0,90.0,50.0,85.0,45.0,55.0,1.0,False
1272,Weezing,11.586,303.4,471.9,2293,Acid,Sludge Bomb,110.0,Poison,,490.0,65.0,90.0,120.0,85.0,70.0,60.0,1.0,False
1273,Whimsicott,11.167,251.6,350.5,2014,Charm,Grass Knot,547.0,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,5.0,False
1274,Whirlipede,7.461,131.4,54.6,1144,Bug Bite,Sludge Bomb,544.0,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,5.0,False
1275,Whiscash,9.148,254.5,194.9,2075,Water Gun,Mud Bomb,340.0,Water,Ground,468.0,110.0,78.0,73.0,76.0,71.0,60.0,3.0,False
1276,Whismur,8.157,57.1,31.0,671,Pound,Return,293.0,Normal,,240.0,64.0,51.0,23.0,51.0,23.0,28.0,3.0,False
1277,White Kyurem,18.793,671.4,4456.5,4605,Dragon Breath,Blizzard,646.0,Dragon,Ice,700.0,125.0,120.0,90.0,170.0,100.0,95.0,5.0,True
1278,Wigglytuff,11.512,260.0,396.7,1926,Pound,Play Rough,40.0,Normal,Fairy,435.0,140.0,70.0,45.0,85.0,50.0,45.0,1.0,False
1279,Wimpod,4.695,31.3,3.2,502,Struggle Bug,Bug Buzz,,,,,,,,,,,,
1280,Wingull,6.599,47.0,13.5,765,Water Gun,Ice Beam,278.0,Water,Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0,3.0,False
1281,Wishiwashi (School Form),15.337,391.2,1411.2,3232,Waterfall,Surf,,,,,,,,,,,,
1282,Wishiwashi (Solo Form),4.486,25.8,2.3,346,Water Gun,Surf,,,,,,,,,,,,
1283,Wobbuffet,4.635,154.5,15.4,1026,Counter,Return,202.0,Psychic,,405.0,190.0,33.0,58.0,33.0,58.0,33.0,2.0,False
1284,Woobat,7.298,90.2,35.0,1016,Confusion,Psyshock,527.0,Psychic,Flying,313.0,55.0,45.0,43.0,55.0,43.0,72.0,5.0,False
1285,Wooloo,5.528,59.3,10.0,706,Tackle,Wild Charge,,,,,,,,,,,,
1286,Wooper,5.463,49.4,8.1,641,Water Gun,Mud Bomb,194.0,Water,Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0,2.0,False
1287,Wormadam (Plant Cloak),9.387,215.9,178.6,1773,Bug Bite,Bug Buzz,413.0,Bug,Grass,424.0,60.0,59.0,85.0,79.0,105.0,36.0,4.0,False
1288,Wormadam (Sandy Cloak),9.387,215.9,178.6,1773,Bug Bite,Bug Buzz,413.0,Bug,Ground,424.0,60.0,79.0,105.0,59.0,85.0,36.0,4.0,False
1289,Wormadam (Trash Cloak),8.603,192.8,122.8,1593,Bug Bite,Bug Buzz,413.0,Bug,Steel,424.0,60.0,69.0,95.0,69.0,95.0,36.0,4.0,False
1290,Wurmple,3.728,27.4,1.4,578,Bug Bite,Struggle,265.0,Bug,,195.0,45.0,45.0,35.0,20.0,30.0,20.0,3.0,False
1291,Wynaut,3.134,50.8,1.6,534,Counter,Mirror Coat,360.0,Psychic,,260.0,95.0,23.0,48.0,23.0,48.0,23.0,3.0,False
1292,Xatu,11.263,224.0,320.0,2188,Air Slash,Future Sight,178.0,Psychic,Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0,2.0,False
1293,Xerneas,14.722,533.3,1701.6,3781,Tackle,Giga Impact,716.0,Fairy,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,6.0,True
1294,Xurkitree,19.884,460.7,3622.1,3937,Thunder Shock,Discharge,,,,,,,,,,,,
1295,Yamask,6.769,96.0,29.8,982,Astonish,Shadow Ball,562.0,Ghost,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,5.0,False
1296,Yamper,5.216,63.9,9.1,788,Bite,Thunder,,,,,,,,,,,,
1297,Yanma,9.244,124.5,98.3,1470,Wing Attack,Aerial Ace,193.0,Bug,Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0,2.0,False
1298,Yanmega,14.733,375.9,1202.0,2946,Bug Bite,Bug Buzz,469.0,Bug,Flying,515.0,86.0,76.0,86.0,116.0,56.0,95.0,4.0,False
1299,Yungoos,8.93,65.6,46.7,880,Tackle,Hyper Fang,,,,,,,,,,,,
1300,Yveltal,15.069,545.9,1867.9,3781,Snarl,Hurricane,717.0,Dark,Flying,680.0,126.0,131.0,95.0,131.0,98.0,99.0,6.0,True
1301,Zacian - Crowned Sword,20.718,758.9,6748.4,4979,Metal Claw,Play Rough,,,,,,,,,,,,
1302,Zacian - Hero of Many Battles,15.805,569.9,2249.7,3829,Snarl,Play Rough,,,,,,,,,,,,
1303,Zamazenta - Crowned Shield,14.435,636.6,1914.7,4172,Metal Claw,Iron Head,,,,,,,,,,,,
1304,Zamazenta - Hero of Many Battles,13.755,495.9,1290.5,3829,Snarl,Close Combat,,,,,,,,,,,,
1305,Zangoose,11.339,210.0,306.2,2418,Shadow Claw,Close Combat,335.0,Normal,,458.0,73.0,115.0,60.0,60.0,60.0,90.0,3.0,False
1306,Zapdos,15.978,492.3,2008.2,3527,Thunder Shock,Drill Peck,145.0,Electric,Flying,580.0,90.0,90.0,85.0,125.0,90.0,100.0,1.0,True
1307,Zarude,16.498,653.1,2932.7,3833,Vine Whip,Power Whip,,,,,,,,,,,,
1308,Zebstrika,14.467,297.1,899.6,2428,Spark,Wild Charge,523.0,Electric,,497.0,75.0,100.0,63.0,80.0,63.0,116.0,5.0,False
1309,Zekrom,17.975,620.2,3601.8,4038,Dragon Breath,Wild Charge,644.0,Dragon,Electric,680.0,100.0,150.0,120.0,120.0,100.0,90.0,5.0,True
1310,Zigzagoon,4.596,39.7,3.9,508,Tackle,Grass Knot,263.0,Normal,,240.0,38.0,30.0,41.0,30.0,41.0,60.0,3.0,False
1311,Zoroark,16.377,274.4,1205.2,2571,Snarl,Foul Play,571.0,Dark,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,5.0,False
1312,Zorua,10.305,89.8,98.2,1175,Feint Attack,Foul Play,570.0,Dark,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,5.0,False
1313,Zubat,6.319,52.1,13.1,667,Bite,Sludge Bomb,41.0,Poison,Flying,245.0,40.0,45.0,35.0,30.0,40.0,55.0,1.0,False
1314,Zweilous,10.036,199.5,201.7,1839,Bite,Dark Pulse,634.0,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,5.0,False
1315,Zweilous,10.036,199.5,201.7,1839,Dragon Breath,Dark Pulse,634.0,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,5.0,False
1316,Zygarde (50% Forme),13.508,588.1,1449.7,3410,Dragon Tail,Outrage,718.0,Dragon,Ground,600.0,108.0,100.0,121.0,81.0,95.0,95.0,6.0,True
